article_id,date,total_quantity
MED004,2025-05-27,30
MED005,2025-05-27,17
MED006,2025-05-27,37
MED007,2025-05-27,13
MED008,2025-05-27,10
MED009,2025-05-27,50
MED010,2025-05-27,27
MED012,2025-05-27,38
MED014,2025-05-27,53
MED015,2025-05-27,28
MED017,2025-05-27,23
MED018,2025-05-27,6
MED019,2025-05-27,22
MED023,2025-05-27,9
MED038,2025-05-27,1
PH202,2025-05-27,21
PH203,2025-05-27,9
PH204,2025-05-27,4
PH205,2025-05-27,5
PH207,2025-05-27,9
PH208,2025-05-27,6
PH234,2025-05-27,18
ART001,2025-05-28,19
ART002,2025-05-28,35
ART003,2025-05-28,326
ART005,2025-05-28,27
ART006,2025-05-28,15
ART007,2025-05-28,7
ART009,2025-05-28,20
ART011,2025-05-28,9
ART012,2025-05-28,23
ART013,2025-05-28,9
ART015,2025-05-28,8
ART020,2025-05-28,4
MED001,2025-05-28,22
MED002,2025-05-28,24
MED003,2025-05-28,27
MED005,2025-05-28,32
MED006,2025-05-28,40
MED008,2025-05-28,18
MED009,2025-05-28,50
MED010,2025-05-28,38
MED011,2025-05-28,42
MED012,2025-05-28,32
MED013,2025-05-28,5
MED014,2025-05-28,14
MED015,2025-05-28,17
MED016,2025-05-28,19
MED022,2025-05-28,11
MED023,2025-05-28,12
MED024,2025-05-28,10
MED025,2025-05-28,16
MED026,2025-05-28,16
MED034,2025-05-28,6
PH201,2025-05-28,60
PH202,2025-05-28,29
PH203,2025-05-28,12
PH204,2025-05-28,13
PH205,2025-05-28,9
PH206,2025-05-28,12
PH220,2025-05-28,6
PH234,2025-05-28,24
ART001,2025-05-29,22
ART002,2025-05-29,28
ART003,2025-05-29,50
ART005,2025-05-29,23
ART006,2025-05-29,6
ART008,2025-05-29,16
ART010,2025-05-29,24
ART012,2025-05-29,13
ART013,2025-05-29,22
ART015,2025-05-29,14
ART017,2025-05-29,1
ART018,2025-05-29,4
ART021,2025-05-29,4
MED002,2025-05-29,33
MED003,2025-05-29,26
MED004,2025-05-29,17
MED005,2025-05-29,45
MED006,2025-05-29,30
MED007,2025-05-29,27
MED008,2025-05-29,10
MED009,2025-05-29,55
MED010,2025-05-29,21
MED012,2025-05-29,45
MED013,2025-05-29,11
MED014,2025-05-29,11
MED015,2025-05-29,25
MED018,2025-05-29,5
MED020,2025-05-29,7
MED022,2025-05-29,10
MED023,2025-05-29,16
MED024,2025-05-29,13
MED025,2025-05-29,7
MED026,2025-05-29,7
MED029,2025-05-29,13
MED031,2025-05-29,3
PH201,2025-05-29,44
PH202,2025-05-29,17
PH203,2025-05-29,11
PH209,2025-05-29,10
PH218,2025-05-29,19
PH219,2025-05-29,3
PH222,2025-05-29,4
PH234,2025-05-29,17
ART001,2025-05-30,19
ART002,2025-05-30,33
ART003,2025-05-30,32
ART005,2025-05-30,21
ART006,2025-05-30,13
ART007,2025-05-30,8
ART009,2025-05-30,13
ART010,2025-05-30,9
ART011,2025-05-30,15
ART012,2025-05-30,16
ART014,2025-05-30,13
ART022,2025-05-30,1
MED001,2025-05-30,45
MED002,2025-05-30,27
MED004,2025-05-30,29
MED005,2025-05-30,45
MED006,2025-05-30,29
MED007,2025-05-30,17
MED008,2025-05-30,13
MED009,2025-05-30,39
MED010,2025-05-30,22
MED011,2025-05-30,36
MED012,2025-05-30,39
MED013,2025-05-30,13
MED015,2025-05-30,14
MED018,2025-05-30,9
MED020,2025-05-30,3
MED022,2025-05-30,1
MED023,2025-05-30,47
MED025,2025-05-30,5
MED026,2025-05-30,13
MED030,2025-05-30,4
MED034,2025-05-30,4
MED035,2025-05-30,1
PH201,2025-05-30,39
PH202,2025-05-30,33
PH205,2025-05-30,9
PH206,2025-05-30,20
PH215,2025-05-30,1
PH220,2025-05-30,4
PH221,2025-05-30,7
PH223,2025-05-30,2
PH234,2025-05-30,15
ART001,2025-05-31,12
ART002,2025-05-31,8
ART003,2025-05-31,21
ART004,2025-05-31,8
ART005,2025-05-31,10
ART006,2025-05-31,1
ART008,2025-05-31,6
ART010,2025-05-31,2
ART011,2025-05-31,7
ART014,2025-05-31,1
ART015,2025-05-31,8
ART026,2025-05-31,1
ART034,2025-05-31,3
ART035,2025-05-31,6
MED002,2025-05-31,13
MED003,2025-05-31,28
MED006,2025-05-31,12
MED007,2025-05-31,17
MED008,2025-05-31,10
MED010,2025-05-31,12
MED011,2025-05-31,34
MED012,2025-05-31,41
MED013,2025-05-31,5
MED016,2025-05-31,7
MED020,2025-05-31,3
MED021,2025-05-31,10
MED022,2025-05-31,5
MED023,2025-05-31,13
MED025,2025-05-31,6
PH202,2025-05-31,30
PH203,2025-05-31,22
PH206,2025-05-31,24
PH208,2025-05-31,7
PH213,2025-05-31,4
PH221,2025-05-31,4
PH223,2025-05-31,4
PH234,2025-05-31,22
ART001,2025-06-01,8
ART002,2025-06-01,11
ART004,2025-06-01,11
ART005,2025-06-01,7
ART006,2025-06-01,4
ART007,2025-06-01,5
ART009,2025-06-01,4
ART010,2025-06-01,2
ART011,2025-06-01,3
ART012,2025-06-01,7
ART013,2025-06-01,3
ART014,2025-06-01,9
ART018,2025-06-01,3
ART021,2025-06-01,2
ART022,2025-06-01,2
MED002,2025-06-01,8
MED003,2025-06-01,30
MED004,2025-06-01,21
MED005,2025-06-01,37
MED006,2025-06-01,39
MED007,2025-06-01,17
MED009,2025-06-01,20
MED012,2025-06-01,32
MED013,2025-06-01,2
MED014,2025-06-01,3
MED015,2025-06-01,28
MED016,2025-06-01,4
MED017,2025-06-01,20
MED018,2025-06-01,5
MED021,2025-06-01,11
MED022,2025-06-01,6
MED023,2025-06-01,17
MED026,2025-06-01,7
MED029,2025-06-01,7
MED031,2025-06-01,4
PH201,2025-06-01,29
PH204,2025-06-01,12
PH206,2025-06-01,20
PH207,2025-06-01,2
PH211,2025-06-01,2
PH216,2025-06-01,1
PH220,2025-06-01,2
PH234,2025-06-01,24
ART001,2025-06-02,28
ART002,2025-06-02,49
ART003,2025-06-02,52
ART004,2025-06-02,41
ART005,2025-06-02,33
ART006,2025-06-02,10
ART009,2025-06-02,28
ART010,2025-06-02,15
ART011,2025-06-02,7
ART012,2025-06-02,19
ART013,2025-06-02,19
ART015,2025-06-02,7
ART021,2025-06-02,5
ART022,2025-06-02,2
ART032,2025-06-02,3
ART035,2025-06-02,16
MED001,2025-06-02,55
MED002,2025-06-02,25
MED003,2025-06-02,23
MED004,2025-06-02,25
MED005,2025-06-02,56
MED006,2025-06-02,23
MED008,2025-06-02,15
MED009,2025-06-02,33
MED010,2025-06-02,11
MED013,2025-06-02,11
MED015,2025-06-02,38
MED017,2025-06-02,20
MED020,2025-06-02,13
MED023,2025-06-02,33
MED024,2025-06-02,13
MED025,2025-06-02,7
MED026,2025-06-02,7
PH201,2025-06-02,26
PH202,2025-06-02,26
PH203,2025-06-02,28
PH204,2025-06-02,12
PH205,2025-06-02,4
PH206,2025-06-02,11
PH208,2025-06-02,15
PH210,2025-06-02,4
PH214,2025-06-02,2
PH220,2025-06-02,7
PH234,2025-06-02,28
ART001,2025-06-03,35
ART004,2025-06-03,65
ART005,2025-06-03,26
ART006,2025-06-03,5
ART008,2025-06-03,19
ART009,2025-06-03,7
ART010,2025-06-03,5
ART012,2025-06-03,16
ART013,2025-06-03,11
ART022,2025-06-03,3
ART026,2025-06-03,3
MED001,2025-06-03,29
MED002,2025-06-03,13
MED003,2025-06-03,31
MED006,2025-06-03,23
MED007,2025-06-03,18
MED008,2025-06-03,13
MED009,2025-06-03,53
MED011,2025-06-03,32
MED012,2025-06-03,34
MED013,2025-06-03,13
MED014,2025-06-03,18
MED016,2025-06-03,18
MED018,2025-06-03,6
MED022,2025-06-03,5
MED024,2025-06-03,27
MED026,2025-06-03,9
MED031,2025-06-03,8
PH202,2025-06-03,41
PH203,2025-06-03,31
PH204,2025-06-03,10
PH206,2025-06-03,28
PH217,2025-06-03,7
PH219,2025-06-03,1
PH221,2025-06-03,2
PH234,2025-06-03,18
ART001,2025-06-04,19
ART002,2025-06-04,21
ART003,2025-06-04,33
ART004,2025-06-04,46
ART005,2025-06-04,37
ART006,2025-06-04,10
ART008,2025-06-04,36
ART010,2025-06-04,5
ART014,2025-06-04,12
ART015,2025-06-04,5
ART020,2025-06-04,1
ART021,2025-06-04,4
ART026,2025-06-04,2
MED002,2025-06-04,22
MED003,2025-06-04,42
MED004,2025-06-04,19
MED005,2025-06-04,38
MED006,2025-06-04,49
MED007,2025-06-04,12
MED008,2025-06-04,17
MED010,2025-06-04,27
MED014,2025-06-04,19
MED015,2025-06-04,13
MED016,2025-06-04,16
MED018,2025-06-04,14
MED019,2025-06-04,18
MED020,2025-06-04,5
MED022,2025-06-04,7
MED023,2025-06-04,5
MED024,2025-06-04,28
MED026,2025-06-04,9
MED031,2025-06-04,3
MED032,2025-06-04,1
MED033,2025-06-04,4
PH202,2025-06-04,33
PH203,2025-06-04,12
PH204,2025-06-04,6
PH205,2025-06-04,6
PH207,2025-06-04,1
PH208,2025-06-04,10
PH211,2025-06-04,2
PH217,2025-06-04,7
PH218,2025-06-04,4
PH234,2025-06-04,9
ART001,2025-06-05,48
ART003,2025-06-05,27
ART004,2025-06-05,30
ART005,2025-06-05,22
ART009,2025-06-05,12
ART010,2025-06-05,8
ART014,2025-06-05,7
ART015,2025-06-05,13
ART016,2025-06-05,4
ART031,2025-06-05,3
MED001,2025-06-05,62
MED002,2025-06-05,32
MED003,2025-06-05,6
MED004,2025-06-05,21
MED005,2025-06-05,54
MED006,2025-06-05,43
MED007,2025-06-05,18
MED008,2025-06-05,6
MED009,2025-06-05,31
MED010,2025-06-05,32
MED012,2025-06-05,82
MED014,2025-06-05,18
MED015,2025-06-05,18
MED016,2025-06-05,8
MED017,2025-06-05,26
MED018,2025-06-05,9
MED019,2025-06-05,22
MED020,2025-06-05,9
MED024,2025-06-05,5
MED025,2025-06-05,12
PH201,2025-06-05,35
PH202,2025-06-05,54
PH205,2025-06-05,7
PH206,2025-06-05,24
PH207,2025-06-05,14
PH211,2025-06-05,3
PH217,2025-06-05,2
PH234,2025-06-05,30
ART001,2025-06-06,18
ART002,2025-06-06,27
ART003,2025-06-06,29
ART004,2025-06-06,49
ART005,2025-06-06,19
ART007,2025-06-06,7
ART009,2025-06-06,16
ART010,2025-06-06,4
ART011,2025-06-06,13
ART012,2025-06-06,13
ART013,2025-06-06,24
ART014,2025-06-06,14
ART019,2025-06-06,4
ART025,2025-06-06,10
ART033,2025-06-06,1
ART035,2025-06-06,1
MED001,2025-06-06,36
MED002,2025-06-06,18
MED003,2025-06-06,18
MED005,2025-06-06,30
MED006,2025-06-06,27
MED007,2025-06-06,2
MED009,2025-06-06,50
MED010,2025-06-06,20
MED011,2025-06-06,99
MED012,2025-06-06,40
MED013,2025-06-06,6
MED014,2025-06-06,29
MED015,2025-06-06,12
MED016,2025-06-06,13
MED017,2025-06-06,23
MED018,2025-06-06,4
MED021,2025-06-06,13
MED023,2025-06-06,20
MED025,2025-06-06,3
MED026,2025-06-06,10
MED038,2025-06-06,1
PH201,2025-06-06,38
PH202,2025-06-06,71
PH203,2025-06-06,19
PH205,2025-06-06,18
PH209,2025-06-06,2
PH214,2025-06-06,1
PH218,2025-06-06,7
PH220,2025-06-06,6
PH221,2025-06-06,1
PH224,2025-06-06,3
PH234,2025-06-06,23
ART001,2025-06-07,19
ART003,2025-06-07,27
ART004,2025-06-07,31
ART005,2025-06-07,8
ART006,2025-06-07,1
ART007,2025-06-07,4
ART008,2025-06-07,14
ART009,2025-06-07,6
ART012,2025-06-07,12
ART013,2025-06-07,6
ART014,2025-06-07,1
ART030,2025-06-07,5
MED002,2025-06-07,21
MED003,2025-06-07,19
MED005,2025-06-07,36
MED006,2025-06-07,20
MED007,2025-06-07,15
MED009,2025-06-07,15
MED011,2025-06-07,29
MED012,2025-06-07,35
MED013,2025-06-07,9
MED014,2025-06-07,16
MED016,2025-06-07,3
MED017,2025-06-07,22
MED018,2025-06-07,3
MED019,2025-06-07,8
MED021,2025-06-07,12
MED023,2025-06-07,16
MED024,2025-06-07,13
MED026,2025-06-07,7
MED033,2025-06-07,7
PH202,2025-06-07,30
PH205,2025-06-07,9
PH211,2025-06-07,2
PH218,2025-06-07,2
PH234,2025-06-07,12
ART001,2025-06-08,6
ART002,2025-06-08,13
ART003,2025-06-08,14
ART004,2025-06-08,27
ART006,2025-06-08,1
ART008,2025-06-08,10
ART010,2025-06-08,10
ART012,2025-06-08,8
ART014,2025-06-08,3
MED001,2025-06-08,40
MED002,2025-06-08,14
MED003,2025-06-08,42
MED004,2025-06-08,31
MED005,2025-06-08,40
MED007,2025-06-08,14
MED008,2025-06-08,12
MED009,2025-06-08,18
MED010,2025-06-08,29
MED011,2025-06-08,21
MED013,2025-06-08,7
MED014,2025-06-08,13
MED015,2025-06-08,19
MED017,2025-06-08,21
MED018,2025-06-08,9
MED019,2025-06-08,8
MED020,2025-06-08,3
MED021,2025-06-08,8
MED024,2025-06-08,19
PH202,2025-06-08,16
PH203,2025-06-08,12
PH204,2025-06-08,8
PH205,2025-06-08,11
PH207,2025-06-08,7
PH210,2025-06-08,2
PH234,2025-06-08,12
ART001,2025-06-09,34
ART002,2025-06-09,36
ART004,2025-06-09,57
ART006,2025-06-09,10
ART010,2025-06-09,21
ART011,2025-06-09,18
ART012,2025-06-09,16
ART014,2025-06-09,7
ART017,2025-06-09,3
ART023,2025-06-09,2
ART026,2025-06-09,8
MED001,2025-06-09,34
MED002,2025-06-09,21
MED003,2025-06-09,48
MED004,2025-06-09,26
MED006,2025-06-09,20
MED007,2025-06-09,12
MED008,2025-06-09,18
MED009,2025-06-09,46
MED010,2025-06-09,26
MED011,2025-06-09,28
MED013,2025-06-09,7
MED016,2025-06-09,21
MED018,2025-06-09,19
MED020,2025-06-09,14
MED022,2025-06-09,4
MED023,2025-06-09,26
MED024,2025-06-09,32
MED026,2025-06-09,6
MED030,2025-06-09,7
MED034,2025-06-09,3
MED035,2025-06-09,1
PH201,2025-06-09,24
PH202,2025-06-09,48
PH204,2025-06-09,13
PH205,2025-06-09,10
PH234,2025-06-09,22
ART001,2025-06-10,20
ART002,2025-06-10,31
ART003,2025-06-10,43
ART004,2025-06-10,55
ART005,2025-06-10,16
ART006,2025-06-10,9
ART007,2025-06-10,10
ART008,2025-06-10,23
ART010,2025-06-10,16
ART012,2025-06-10,10
ART013,2025-06-10,14
ART015,2025-06-10,18
ART016,2025-06-10,3
ART019,2025-06-10,10
ART022,2025-06-10,2
ART023,2025-06-10,3
ART028,2025-06-10,4
MED002,2025-06-10,10
MED003,2025-06-10,22
MED004,2025-06-10,32
MED005,2025-06-10,26
MED007,2025-06-10,31
MED008,2025-06-10,24
MED011,2025-06-10,45
MED012,2025-06-10,45
MED014,2025-06-10,15
MED016,2025-06-10,12
MED017,2025-06-10,13
MED019,2025-06-10,26
MED020,2025-06-10,5
MED022,2025-06-10,4
MED026,2025-06-10,9
MED027,2025-06-10,7
MED032,2025-06-10,5
MED037,2025-06-10,2
PH202,2025-06-10,23
PH203,2025-06-10,6
PH204,2025-06-10,13
PH211,2025-06-10,4
PH214,2025-06-10,4
PH221,2025-06-10,5
PH234,2025-06-10,16
ART001,2025-06-11,79
ART002,2025-06-11,38
ART003,2025-06-11,27
ART004,2025-06-11,57
ART005,2025-06-11,19
ART007,2025-06-11,6
ART008,2025-06-11,38
ART009,2025-06-11,16
ART010,2025-06-11,8
ART016,2025-06-11,3
ART019,2025-06-11,10
ART020,2025-06-11,5
ART022,2025-06-11,5
ART024,2025-06-11,2
ART025,2025-06-11,6
ART027,2025-06-11,1
MED001,2025-06-11,22
MED002,2025-06-11,15
MED003,2025-06-11,27
MED004,2025-06-11,26
MED006,2025-06-11,34
MED007,2025-06-11,20
MED008,2025-06-11,3
MED009,2025-06-11,21
MED010,2025-06-11,13
MED011,2025-06-11,59
MED012,2025-06-11,41
MED013,2025-06-11,7
MED015,2025-06-11,32
MED016,2025-06-11,16
MED019,2025-06-11,6
MED020,2025-06-11,6
MED021,2025-06-11,9
MED024,2025-06-11,30
MED026,2025-06-11,2
MED032,2025-06-11,2
MED034,2025-06-11,7
MED037,2025-06-11,1
PH201,2025-06-11,33
PH202,2025-06-11,19
PH203,2025-06-11,31
PH204,2025-06-11,10
PH205,2025-06-11,4
PH209,2025-06-11,5
PH218,2025-06-11,3
PH220,2025-06-11,3
PH224,2025-06-11,8
PH234,2025-06-11,19
ART001,2025-06-12,33
ART002,2025-06-12,29
ART003,2025-06-12,48
ART004,2025-06-12,55
ART005,2025-06-12,31
ART007,2025-06-12,13
ART009,2025-06-12,23
ART010,2025-06-12,8
ART016,2025-06-12,1
ART019,2025-06-12,3
ART024,2025-06-12,2
ART026,2025-06-12,4
ART032,2025-06-12,4
ART034,2025-06-12,7
ART035,2025-06-12,5
MED001,2025-06-12,44
MED002,2025-06-12,16
MED003,2025-06-12,33
MED005,2025-06-12,23
MED006,2025-06-12,36
MED007,2025-06-12,26
MED008,2025-06-12,5
MED010,2025-06-12,25
MED011,2025-06-12,31
MED012,2025-06-12,34
MED013,2025-06-12,15
MED016,2025-06-12,13
MED017,2025-06-12,12
MED018,2025-06-12,7
MED019,2025-06-12,15
MED024,2025-06-12,11
MED026,2025-06-12,6
MED028,2025-06-12,1
MED029,2025-06-12,4
PH201,2025-06-12,50
PH202,2025-06-12,37
PH204,2025-06-12,14
PH205,2025-06-12,13
PH208,2025-06-12,12
PH217,2025-06-12,2
PH220,2025-06-12,4
PH221,2025-06-12,16
PH223,2025-06-12,2
ART001,2025-06-13,22
ART002,2025-06-13,43
ART003,2025-06-13,37
ART004,2025-06-13,36
ART005,2025-06-13,39
ART007,2025-06-13,11
ART008,2025-06-13,17
ART010,2025-06-13,6
ART011,2025-06-13,7
ART014,2025-06-13,7
ART019,2025-06-13,4
ART024,2025-06-13,1
ART026,2025-06-13,2
ART033,2025-06-13,1
ART034,2025-06-13,5
MED001,2025-06-13,30
MED002,2025-06-13,20
MED003,2025-06-13,35
MED005,2025-06-13,28
MED006,2025-06-13,27
MED007,2025-06-13,23
MED009,2025-06-13,41
MED010,2025-06-13,34
MED011,2025-06-13,27
MED012,2025-06-13,23
MED015,2025-06-13,30
MED016,2025-06-13,10
MED017,2025-06-13,25
MED019,2025-06-13,18
MED020,2025-06-13,4
MED021,2025-06-13,11
MED022,2025-06-13,4
MED025,2025-06-13,2
MED026,2025-06-13,11
PH201,2025-06-13,21
PH202,2025-06-13,33
PH203,2025-06-13,24
PH204,2025-06-13,7
PH205,2025-06-13,3
PH209,2025-06-13,2
PH213,2025-06-13,5
PH217,2025-06-13,9
PH220,2025-06-13,3
PH222,2025-06-13,1
PH223,2025-06-13,3
PH224,2025-06-13,15
PH234,2025-06-13,15
ART001,2025-06-14,12
ART002,2025-06-14,24
ART003,2025-06-14,14
ART004,2025-06-14,19
ART007,2025-06-14,1
ART008,2025-06-14,20
ART011,2025-06-14,2
ART012,2025-06-14,10
ART014,2025-06-14,1
ART016,2025-06-14,1
ART018,2025-06-14,2
ART021,2025-06-14,1
ART026,2025-06-14,1
MED001,2025-06-14,44
MED002,2025-06-14,12
MED005,2025-06-14,28
MED006,2025-06-14,15
MED007,2025-06-14,25
MED008,2025-06-14,11
MED009,2025-06-14,26
MED010,2025-06-14,25
MED011,2025-06-14,47
MED012,2025-06-14,28
MED016,2025-06-14,8
MED017,2025-06-14,18
MED018,2025-06-14,6
MED022,2025-06-14,4
MED024,2025-06-14,12
MED026,2025-06-14,8
PH201,2025-06-14,11
PH203,2025-06-14,7
PH205,2025-06-14,16
PH206,2025-06-14,15
PH212,2025-06-14,2
PH213,2025-06-14,2
ART002,2025-06-15,19
ART003,2025-06-15,11
ART004,2025-06-15,10
ART005,2025-06-15,14
ART006,2025-06-15,3
ART007,2025-06-15,6
ART012,2025-06-15,4
ART015,2025-06-15,2
ART016,2025-06-15,1
ART019,2025-06-15,1
ART021,2025-06-15,1
ART034,2025-06-15,1
MED005,2025-06-15,25
MED006,2025-06-15,28
MED008,2025-06-15,10
MED009,2025-06-15,27
MED010,2025-06-15,3
MED011,2025-06-15,28
MED012,2025-06-15,16
MED013,2025-06-15,3
MED016,2025-06-15,8
MED017,2025-06-15,5
MED019,2025-06-15,29
MED020,2025-06-15,3
MED021,2025-06-15,6
MED022,2025-06-15,3
MED023,2025-06-15,17
MED024,2025-06-15,15
MED034,2025-06-15,7
MED039,2025-06-15,1
PH201,2025-06-15,54
PH202,2025-06-15,29
PH206,2025-06-15,20
PH224,2025-06-15,7
PH234,2025-06-15,12
ART001,2025-06-16,23
ART002,2025-06-16,53
ART003,2025-06-16,46
ART004,2025-06-16,38
ART005,2025-06-16,46
ART007,2025-06-16,17
ART010,2025-06-16,5
ART011,2025-06-16,4
ART014,2025-06-16,10
ART015,2025-06-16,6
ART016,2025-06-16,2
ART019,2025-06-16,6
ART021,2025-06-16,3
ART022,2025-06-16,6
ART025,2025-06-16,6
ART035,2025-06-16,6
MED001,2025-06-16,41
MED002,2025-06-16,30
MED003,2025-06-16,35
MED004,2025-06-16,21
MED005,2025-06-16,42
MED006,2025-06-16,26
MED007,2025-06-16,17
MED008,2025-06-16,9
MED009,2025-06-16,20
MED010,2025-06-16,33
MED012,2025-06-16,45
MED015,2025-06-16,10
MED016,2025-06-16,10
MED020,2025-06-16,8
MED021,2025-06-16,12
MED022,2025-06-16,4
MED023,2025-06-16,25
MED024,2025-06-16,17
MED025,2025-06-16,12
MED029,2025-06-16,10
MED038,2025-06-16,2
PH201,2025-06-16,43
PH204,2025-06-16,10
PH205,2025-06-16,14
PH206,2025-06-16,10
PH214,2025-06-16,8
PH234,2025-06-16,13
ART001,2025-06-17,42
ART002,2025-06-17,40
ART003,2025-06-17,76
ART004,2025-06-17,48
ART006,2025-06-17,11
ART007,2025-06-17,10
ART009,2025-06-17,22
ART010,2025-06-17,13
ART011,2025-06-17,6
ART014,2025-06-17,19
ART017,2025-06-17,1
ART020,2025-06-17,1
MED001,2025-06-17,60
MED002,2025-06-17,18
MED003,2025-06-17,24
MED004,2025-06-17,21
MED005,2025-06-17,38
MED007,2025-06-17,23
MED008,2025-06-17,13
MED009,2025-06-17,55
MED010,2025-06-17,15
MED012,2025-06-17,29
MED013,2025-06-17,13
MED015,2025-06-17,27
MED016,2025-06-17,15
MED017,2025-06-17,23
MED018,2025-06-17,3
MED019,2025-06-17,8
MED020,2025-06-17,5
MED024,2025-06-17,17
MED026,2025-06-17,3
MED029,2025-06-17,4
MED032,2025-06-17,3
MED038,2025-06-17,1
PH201,2025-06-17,31
PH202,2025-06-17,19
PH203,2025-06-17,35
PH205,2025-06-17,1
PH206,2025-06-17,15
PH207,2025-06-17,10
PH212,2025-06-17,4
PH214,2025-06-17,3
PH219,2025-06-17,1
PH220,2025-06-17,5
PH221,2025-06-17,5
PH234,2025-06-17,17
ART001,2025-06-18,21
ART002,2025-06-18,29
ART003,2025-06-18,30
ART004,2025-06-18,34
ART005,2025-06-18,23
ART006,2025-06-18,2
ART007,2025-06-18,10
ART010,2025-06-18,7
ART012,2025-06-18,13
ART014,2025-06-18,19
ART018,2025-06-18,6
ART023,2025-06-18,5
ART033,2025-06-18,4
MED001,2025-06-18,39
MED002,2025-06-18,24
MED004,2025-06-18,34
MED005,2025-06-18,22
MED006,2025-06-18,21
MED008,2025-06-18,8
MED009,2025-06-18,46
MED010,2025-06-18,24
MED011,2025-06-18,48
MED012,2025-06-18,40
MED013,2025-06-18,3
MED014,2025-06-18,52
MED015,2025-06-18,18
MED016,2025-06-18,8
MED018,2025-06-18,1
MED020,2025-06-18,12
MED021,2025-06-18,12
MED022,2025-06-18,3
MED023,2025-06-18,24
MED024,2025-06-18,35
MED025,2025-06-18,12
PH201,2025-06-18,24
PH202,2025-06-18,38
PH203,2025-06-18,22
PH205,2025-06-18,8
PH206,2025-06-18,15
PH212,2025-06-18,6
PH217,2025-06-18,5
PH219,2025-06-18,1
PH220,2025-06-18,9
PH234,2025-06-18,8
ART001,2025-06-19,10
ART002,2025-06-19,33
ART003,2025-06-19,28
ART004,2025-06-19,37
ART005,2025-06-19,24
ART006,2025-06-19,10
ART007,2025-06-19,12
ART009,2025-06-19,10
ART010,2025-06-19,9
ART012,2025-06-19,20
ART018,2025-06-19,13
ART019,2025-06-19,2
ART022,2025-06-19,3
ART023,2025-06-19,1
ART035,2025-06-19,3
MED001,2025-06-19,44
MED002,2025-06-19,33
MED003,2025-06-19,35
MED005,2025-06-19,41
MED006,2025-06-19,30
MED007,2025-06-19,14
MED010,2025-06-19,53
MED011,2025-06-19,39
MED013,2025-06-19,13
MED016,2025-06-19,11
MED017,2025-06-19,12
MED018,2025-06-19,2
MED019,2025-06-19,16
MED021,2025-06-19,14
MED022,2025-06-19,7
MED023,2025-06-19,22
MED025,2025-06-19,6
MED026,2025-06-19,12
MED031,2025-06-19,2
MED032,2025-06-19,9
MED033,2025-06-19,4
MED034,2025-06-19,6
PH201,2025-06-19,27
PH202,2025-06-19,44
PH203,2025-06-19,34
PH204,2025-06-19,10
PH205,2025-06-19,13
PH206,2025-06-19,12
PH208,2025-06-19,12
PH209,2025-06-19,2
PH210,2025-06-19,1
PH213,2025-06-19,2
PH234,2025-06-19,15
ART001,2025-06-20,18
ART003,2025-06-20,46
ART004,2025-06-20,72
ART005,2025-06-20,42
ART006,2025-06-20,11
ART007,2025-06-20,11
ART009,2025-06-20,4
ART010,2025-06-20,17
ART011,2025-06-20,9
ART012,2025-06-20,8
ART014,2025-06-20,8
ART022,2025-06-20,1
ART025,2025-06-20,5
ART034,2025-06-20,7
MED001,2025-06-20,28
MED002,2025-06-20,21
MED004,2025-06-20,25
MED005,2025-06-20,38
MED006,2025-06-20,15
MED008,2025-06-20,14
MED009,2025-06-20,44
MED010,2025-06-20,25
MED012,2025-06-20,46
MED013,2025-06-20,13
MED015,2025-06-20,29
MED016,2025-06-20,15
MED017,2025-06-20,19
MED018,2025-06-20,9
MED019,2025-06-20,11
MED023,2025-06-20,15
MED024,2025-06-20,22
MED025,2025-06-20,19
MED026,2025-06-20,8
MED036,2025-06-20,4
MED038,2025-06-20,4
PH201,2025-06-20,28
PH202,2025-06-20,30
PH203,2025-06-20,9
PH204,2025-06-20,25
PH205,2025-06-20,11
PH210,2025-06-20,1
PH213,2025-06-20,1
PH214,2025-06-20,4
PH221,2025-06-20,1
PH222,2025-06-20,3
PH223,2025-06-20,4
PH234,2025-06-20,18
ART001,2025-06-21,5
ART002,2025-06-21,18
ART004,2025-06-21,37
ART005,2025-06-21,14
ART007,2025-06-21,9
ART008,2025-06-21,2
ART010,2025-06-21,2
ART012,2025-06-21,1
ART013,2025-06-21,9
ART014,2025-06-21,7
ART018,2025-06-21,6
ART026,2025-06-21,6
MED001,2025-06-21,35
MED002,2025-06-21,14
MED004,2025-06-21,25
MED005,2025-06-21,26
MED006,2025-06-21,27
MED007,2025-06-21,16
MED010,2025-06-21,35
MED011,2025-06-21,22
MED015,2025-06-21,25
MED016,2025-06-21,8
MED019,2025-06-21,19
MED020,2025-06-21,7
MED021,2025-06-21,9
MED022,2025-06-21,1
MED025,2025-06-21,6
MED026,2025-06-21,11
MED029,2025-06-21,6
PH201,2025-06-21,29
PH202,2025-06-21,19
PH203,2025-06-21,14
PH205,2025-06-21,11
PH207,2025-06-21,6
PH208,2025-06-21,14
PH215,2025-06-21,8
PH217,2025-06-21,4
PH224,2025-06-21,4
PH234,2025-06-21,25
ART001,2025-06-22,11
ART003,2025-06-22,16
ART004,2025-06-22,9
ART005,2025-06-22,17
ART006,2025-06-22,1
ART008,2025-06-22,1
ART010,2025-06-22,3
ART013,2025-06-22,4
ART014,2025-06-22,7
ART020,2025-06-22,1
ART035,2025-06-22,30
MED001,2025-06-22,29
MED002,2025-06-22,20
